OBJECTID,Latitude (degree),Longitude (degree),Ocean,Region,Subregion,Country,State,Beach Location,Marine Setting,Ocean Bottom Depth (m),Water Sample Depth (m),Sediment Sample Depth (m),Sampling Method,Mesh Size (mm),Transect Number,Sampling Point on Beach,Volunteers Number,Collecting Time (min),Standardized Nurdle  Amount,Microplastics Measurement,Unit,Concentration Class Range,Concentration Class,Short Reference,Long Reference,DOI,Organization,Keywords,NCEI Accession Number,NCEI Accession Link,Symbology,GlobalID,Sample Date,x,y
19639,41.581,-71.3225,Atlantic Ocean,,,United States,Rhode Island,T-wharf North,Beach-Nurdle Patrol,,,,Hand picking,,,,7,15,0,,pieces/10 mins,0,Very Low,Tunnell et al. 2020,"Tunnell, Jace W.; Dunning, Kelly H.; Scheef, Lindsay P.; Swanson, Kathleen M. 2020. Measuring plastic pellet (nurdle) abundance on shorelines throughout the Gulf of America (formerly Gulf of Mexico) using citizen scientists: Establishing a platform for policy relevant research. Marine Pollution Bulletin, 151, 110794. https://doi.org/10.1016/j.marpolbul.2019.110794",https://doi.org/10.1016/j.marpolbul.2019.110794,University of Texas Marine Science Institute,Nurdle Patrol,259486,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:0259486,"Nurdle Patrol, Very Low, 0 pieces/10 mins",75c21dc8-d38d-4fbf-987f-482ced122ea6,5/21/2021 0:00,-71.3225,41.581
19640,41.6246,-71.3258,Atlantic Ocean,,,United States,Rhode Island,Chase Way Beach,Beach-Nurdle Patrol,,,,Hand picking,,,,7,20,1,,pieces/10 mins,2-Jan,Low,Tunnell et al. 2020,"Tunnell, Jace W.; Dunning, Kelly H.; Scheef, Lindsay P.; Swanson, Kathleen M. 2020. Measuring plastic pellet (nurdle) abundance on shorelines throughout the Gulf of America (formerly Gulf of Mexico) using citizen scientists: Establishing a platform for policy relevant research. Marine Pollution Bulletin, 151, 110794. https://doi.org/10.1016/j.marpolbul.2019.110794",https://doi.org/10.1016/j.marpolbul.2019.110794,University of Texas Marine Science Institute,Nurdle Patrol,259486,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:0259486,"Nurdle Patrol, Low, 1-2 pieces/10 mins",6e28e6cf-3cd5-4165-b736-d86b4f8e9aa5,5/21/2021 0:00,-71.3258,41.6246
19641,41.6525,-71.3476,Atlantic Ocean,,,United States,Rhode Island,Long Point Beach,Beach-Nurdle Patrol,,,,Hand picking,,,,8,15,1,,pieces/10 mins,2-Jan,Low,Tunnell et al. 2020,"Tunnell, Jace W.; Dunning, Kelly H.; Scheef, Lindsay P.; Swanson, Kathleen M. 2020. Measuring plastic pellet (nurdle) abundance on shorelines throughout the Gulf of America (formerly Gulf of Mexico) using citizen scientists: Establishing a platform for policy relevant research. Marine Pollution Bulletin, 151, 110794. https://doi.org/10.1016/j.marpolbul.2019.110794",https://doi.org/10.1016/j.marpolbul.2019.110794,University of Texas Marine Science Institute,Nurdle Patrol,259486,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:0259486,"Nurdle Patrol, Low, 1-2 pieces/10 mins",59d60c10-39e9-434f-818a-4c1492d5c88a,5/28/2021 0:00,-71.3476,41.6525
19642,41.581,-71.3224,Atlantic Ocean,,,United States,Rhode Island,T-wharf North,Beach-Nurdle Patrol,,,,Hand picking,,,,8,15,0,,pieces/10 mins,0,Very Low,Tunnell et al. 2020,"Tunnell, Jace W.; Dunning, Kelly H.; Scheef, Lindsay P.; Swanson, Kathleen M. 2020. Measuring plastic pellet (nurdle) abundance on shorelines throughout the Gulf of America (formerly Gulf of Mexico) using citizen scientists: Establishing a platform for policy relevant research. Marine Pollution Bulletin, 151, 110794. https://doi.org/10.1016/j.marpolbul.2019.110794",https://doi.org/10.1016/j.marpolbul.2019.110794,University of Texas Marine Science Institute,Nurdle Patrol,259486,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:0259486,"Nurdle Patrol, Very Low, 0 pieces/10 mins",ce34e0f6-8bf2-423f-ba45-f84367ae9400,5/28/2021 0:00,-71.3224,41.581
19701,41.58,-71.3236,Atlantic Ocean,,,United States,Rhode Island,T Wharf South,Beach-Nurdle Patrol,,,,Hand picking,,,,2,10,0,,pieces/10 mins,0,Very Low,Tunnell et al. 2020,"Tunnell, Jace W.; Dunning, Kelly H.; Scheef, Lindsay P.; Swanson, Kathleen M. 2020. Measuring plastic pellet (nurdle) abundance on shorelines throughout the Gulf of America (formerly Gulf of Mexico) using citizen scientists: Establishing a platform for policy relevant research. Marine Pollution Bulletin, 151, 110794. https://doi.org/10.1016/j.marpolbul.2019.110794",https://doi.org/10.1016/j.marpolbul.2019.110794,University of Texas Marine Science Institute,Nurdle Patrol,259486,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:0259486,"Nurdle Patrol, Very Low, 0 pieces/10 mins",5a1812d3-793d-4f7c-a9b6-0dc642a60a46,6/17/2021 0:00,-71.3236,41.58
19702,41.5807,-71.3214,Atlantic Ocean,,,United States,Rhode Island,T Wharf North,Beach-Nurdle Patrol,,,,Hand picking,,,,2,10,0,,pieces/10 mins,0,Very Low,Tunnell et al. 2020,"Tunnell, Jace W.; Dunning, Kelly H.; Scheef, Lindsay P.; Swanson, Kathleen M. 2020. Measuring plastic pellet (nurdle) abundance on shorelines throughout the Gulf of America (formerly Gulf of Mexico) using citizen scientists: Establishing a platform for policy relevant research. Marine Pollution Bulletin, 151, 110794. https://doi.org/10.1016/j.marpolbul.2019.110794",https://doi.org/10.1016/j.marpolbul.2019.110794,University of Texas Marine Science Institute,Nurdle Patrol,259486,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:0259486,"Nurdle Patrol, Very Low, 0 pieces/10 mins",93c7eb7a-d17c-42ec-8030-8122b4b68887,6/17/2021 0:00,-71.3214,41.5807
19703,41.6265,-71.3276,Atlantic Ocean,,,United States,Rhode Island,Chaseway Beach,Beach-Nurdle Patrol,,,,Hand picking,,,,2,10,0,,pieces/10 mins,0,Very Low,Tunnell et al. 2020,"Tunnell, Jace W.; Dunning, Kelly H.; Scheef, Lindsay P.; Swanson, Kathleen M. 2020. Measuring plastic pellet (nurdle) abundance on shorelines throughout the Gulf of America (formerly Gulf of Mexico) using citizen scientists: Establishing a platform for policy relevant research. Marine Pollution Bulletin, 151, 110794. https://doi.org/10.1016/j.marpolbul.2019.110794",https://doi.org/10.1016/j.marpolbul.2019.110794,University of Texas Marine Science Institute,Nurdle Patrol,259486,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:0259486,"Nurdle Patrol, Very Low, 0 pieces/10 mins",1f8b07e5-d57c-48f6-932c-3dd4f99713b0,6/17/2021 0:00,-71.3276,41.6265
19704,41.6517,-71.3481,Atlantic Ocean,,,United States,Rhode Island,Long Point Beach,Beach-Nurdle Patrol,,,,Hand picking,,,,2,10,0,,pieces/10 mins,0,Very Low,Tunnell et al. 2020,"Tunnell, Jace W.; Dunning, Kelly H.; Scheef, Lindsay P.; Swanson, Kathleen M. 2020. Measuring plastic pellet (nurdle) abundance on shorelines throughout the Gulf of America (formerly Gulf of Mexico) using citizen scientists: Establishing a platform for policy relevant research. Marine Pollution Bulletin, 151, 110794. https://doi.org/10.1016/j.marpolbul.2019.110794",https://doi.org/10.1016/j.marpolbul.2019.110794,University of Texas Marine Science Institute,Nurdle Patrol,259486,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:0259486,"Nurdle Patrol, Very Low, 0 pieces/10 mins",5299931b-f3a0-48c5-89cc-7c1bc61b8246,6/17/2021 0:00,-71.3481,41.6517
19746,41.5802,-71.3231,Atlantic Ocean,,,United States,Rhode Island,T-Wharf South,Beach-Nurdle Patrol,,,,Hand picking,,,,2,10,0,,pieces/10 mins,0,Very Low,Tunnell et al. 2020,"Tunnell, Jace W.; Dunning, Kelly H.; Scheef, Lindsay P.; Swanson, Kathleen M. 2020. Measuring plastic pellet (nurdle) abundance on shorelines throughout the Gulf of America (formerly Gulf of Mexico) using citizen scientists: Establishing a platform for policy relevant research. Marine Pollution Bulletin, 151, 110794. https://doi.org/10.1016/j.marpolbul.2019.110794",https://doi.org/10.1016/j.marpolbul.2019.110794,University of Texas Marine Science Institute,Nurdle Patrol,259486,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:0259486,"Nurdle Patrol, Very Low, 0 pieces/10 mins",f4a5d1b7-5f63-4039-90d6-50936b390718,7/14/2021 0:00,-71.3231,41.5802
19747,41.5805,-71.3217,Atlantic Ocean,,,United States,Rhode Island,T-Wharf North,Beach-Nurdle Patrol,,,,Hand picking,,,,2,10,0,,pieces/10 mins,0,Very Low,Tunnell et al. 2020,"Tunnell, Jace W.; Dunning, Kelly H.; Scheef, Lindsay P.; Swanson, Kathleen M. 2020. Measuring plastic pellet (nurdle) abundance on shorelines throughout the Gulf of America (formerly Gulf of Mexico) using citizen scientists: Establishing a platform for policy relevant research. Marine Pollution Bulletin, 151, 110794. https://doi.org/10.1016/j.marpolbul.2019.110794",https://doi.org/10.1016/j.marpolbul.2019.110794,University of Texas Marine Science Institute,Nurdle Patrol,259486,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:0259486,"Nurdle Patrol, Very Low, 0 pieces/10 mins",d600b795-d793-4cf4-be30-6910ebdfe3a8,7/14/2021 0:00,-71.3217,41.5805
19748,41.6249,-71.3263,Atlantic Ocean,,,United States,Rhode Island,Chaseway Beach,Beach-Nurdle Patrol,,,,Hand picking,,,,2,10,0,,pieces/10 mins,0,Very Low,Tunnell et al. 2020,"Tunnell, Jace W.; Dunning, Kelly H.; Scheef, Lindsay P.; Swanson, Kathleen M. 2020. Measuring plastic pellet (nurdle) abundance on shorelines throughout the Gulf of America (formerly Gulf of Mexico) using citizen scientists: Establishing a platform for policy relevant research. Marine Pollution Bulletin, 151, 110794. https://doi.org/10.1016/j.marpolbul.2019.110794",https://doi.org/10.1016/j.marpolbul.2019.110794,University of Texas Marine Science Institute,Nurdle Patrol,259486,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:0259486,"Nurdle Patrol, Very Low, 0 pieces/10 mins",4057c84d-1765-4f23-ab73-f485c923836d,7/14/2021 0:00,-71.3263,41.6249
19749,41.6519,-71.3479,Atlantic Ocean,,,United States,Rhode Island,Long Point Beach,Beach-Nurdle Patrol,,,,Hand picking,,,,2,10,0,,pieces/10 mins,0,Very Low,Tunnell et al. 2020,"Tunnell, Jace W.; Dunning, Kelly H.; Scheef, Lindsay P.; Swanson, Kathleen M. 2020. Measuring plastic pellet (nurdle) abundance on shorelines throughout the Gulf of America (formerly Gulf of Mexico) using citizen scientists: Establishing a platform for policy relevant research. Marine Pollution Bulletin, 151, 110794. https://doi.org/10.1016/j.marpolbul.2019.110794",https://doi.org/10.1016/j.marpolbul.2019.110794,University of Texas Marine Science Institute,Nurdle Patrol,259486,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:0259486,"Nurdle Patrol, Very Low, 0 pieces/10 mins",b085b968-ca61-4806-a49c-fb3103e7499e,7/14/2021 0:00,-71.3479,41.6519
19882,41.581,-71.3225,Atlantic Ocean,,,United States,Rhode Island,T Wharf North,Beach-Nurdle Patrol,,,,Hand picking,,,,2,10,0,,pieces/10 mins,0,Very Low,Tunnell et al. 2020,"Tunnell, Jace W.; Dunning, Kelly H.; Scheef, Lindsay P.; Swanson, Kathleen M. 2020. Measuring plastic pellet (nurdle) abundance on shorelines throughout the Gulf of America (formerly Gulf of Mexico) using citizen scientists: Establishing a platform for policy relevant research. Marine Pollution Bulletin, 151, 110794. https://doi.org/10.1016/j.marpolbul.2019.110794",https://doi.org/10.1016/j.marpolbul.2019.110794,University of Texas Marine Science Institute,Nurdle Patrol,259486,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:0259486,"Nurdle Patrol, Very Low, 0 pieces/10 mins",2a8c052c-3d6c-4fc1-9032-da55acdc57ad,8/30/2021 0:00,-71.3225,41.581
19883,41.5803,-71.3233,Atlantic Ocean,,,United States,Rhode Island,T Wharf South,Beach-Nurdle Patrol,,,,Hand picking,,,,2,10,1,,pieces/10 mins,2-Jan,Low,Tunnell et al. 2020,"Tunnell, Jace W.; Dunning, Kelly H.; Scheef, Lindsay P.; Swanson, Kathleen M. 2020. Measuring plastic pellet (nurdle) abundance on shorelines throughout the Gulf of America (formerly Gulf of Mexico) using citizen scientists: Establishing a platform for policy relevant research. Marine Pollution Bulletin, 151, 110794. https://doi.org/10.1016/j.marpolbul.2019.110794",https://doi.org/10.1016/j.marpolbul.2019.110794,University of Texas Marine Science Institute,Nurdle Patrol,259486,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:0259486,"Nurdle Patrol, Low, 1-2 pieces/10 mins",ad9b73cb-bfa0-4318-91ac-a48eb93ad33d,8/30/2021 0:00,-71.3233,41.5803
19884,41.6244,-71.3258,Atlantic Ocean,,,United States,Rhode Island,Chase Way,Beach-Nurdle Patrol,,,,Hand picking,,,,2,10,0,,pieces/10 mins,0,Very Low,Tunnell et al. 2020,"Tunnell, Jace W.; Dunning, Kelly H.; Scheef, Lindsay P.; Swanson, Kathleen M. 2020. Measuring plastic pellet (nurdle) abundance on shorelines throughout the Gulf of America (formerly Gulf of Mexico) using citizen scientists: Establishing a platform for policy relevant research. Marine Pollution Bulletin, 151, 110794. https://doi.org/10.1016/j.marpolbul.2019.110794",https://doi.org/10.1016/j.marpolbul.2019.110794,University of Texas Marine Science Institute,Nurdle Patrol,259486,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:0259486,"Nurdle Patrol, Very Low, 0 pieces/10 mins",7d5fc8ad-dc81-4bcb-9b7a-e8dc2624ea72,8/30/2021 0:00,-71.3258,41.6244
19888,41.6519,-71.3479,Atlantic Ocean,,,United States,Rhode Island,Long Point Beach,Beach-Nurdle Patrol,,,,Hand picking,,,,2,10,0,,pieces/10 mins,0,Very Low,Tunnell et al. 2020,"Tunnell, Jace W.; Dunning, Kelly H.; Scheef, Lindsay P.; Swanson, Kathleen M. 2020. Measuring plastic pellet (nurdle) abundance on shorelines throughout the Gulf of America (formerly Gulf of Mexico) using citizen scientists: Establishing a platform for policy relevant research. Marine Pollution Bulletin, 151, 110794. https://doi.org/10.1016/j.marpolbul.2019.110794",https://doi.org/10.1016/j.marpolbul.2019.110794,University of Texas Marine Science Institute,Nurdle Patrol,259486,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:0259486,"Nurdle Patrol, Very Low, 0 pieces/10 mins",d6e8f32c-8f7f-424a-b4fe-904d3dfd80d2,8/30/2021 0:00,-71.3479,41.6519
19951,41.5798,-71.3243,Atlantic Ocean,,,United States,Rhode Island,T Wharf South,Beach-Nurdle Patrol,,,,Hand picking,,,,7,10,0,,pieces/10 mins,0,Very Low,Tunnell et al. 2020,"Tunnell, Jace W.; Dunning, Kelly H.; Scheef, Lindsay P.; Swanson, Kathleen M. 2020. Measuring plastic pellet (nurdle) abundance on shorelines throughout the Gulf of America (formerly Gulf of Mexico) using citizen scientists: Establishing a platform for policy relevant research. Marine Pollution Bulletin, 151, 110794. https://doi.org/10.1016/j.marpolbul.2019.110794",https://doi.org/10.1016/j.marpolbul.2019.110794,University of Texas Marine Science Institute,Nurdle Patrol,259486,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:0259486,"Nurdle Patrol, Very Low, 0 pieces/10 mins",022bca5e-1a00-4fca-89b6-f45fb5d94f9e,9/17/2021 0:00,-71.3243,41.5798
19952,41.581,-71.3217,Atlantic Ocean,,,United States,Rhode Island,T Wharf North,Beach-Nurdle Patrol,,,,Hand picking,,,,7,10,1,,pieces/10 mins,2-Jan,Low,Tunnell et al. 2020,"Tunnell, Jace W.; Dunning, Kelly H.; Scheef, Lindsay P.; Swanson, Kathleen M. 2020. Measuring plastic pellet (nurdle) abundance on shorelines throughout the Gulf of America (formerly Gulf of Mexico) using citizen scientists: Establishing a platform for policy relevant research. Marine Pollution Bulletin, 151, 110794. https://doi.org/10.1016/j.marpolbul.2019.110794",https://doi.org/10.1016/j.marpolbul.2019.110794,University of Texas Marine Science Institute,Nurdle Patrol,259486,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:0259486,"Nurdle Patrol, Low, 1-2 pieces/10 mins",da75d016-3808-413b-bffa-717be955689e,9/17/2021 0:00,-71.3217,41.581
19953,41.6248,-71.3261,Atlantic Ocean,,,United States,Rhode Island,Chase way Beach,Beach-Nurdle Patrol,,,,Hand picking,,,,7,10,0,,pieces/10 mins,0,Very Low,Tunnell et al. 2020,"Tunnell, Jace W.; Dunning, Kelly H.; Scheef, Lindsay P.; Swanson, Kathleen M. 2020. Measuring plastic pellet (nurdle) abundance on shorelines throughout the Gulf of America (formerly Gulf of Mexico) using citizen scientists: Establishing a platform for policy relevant research. Marine Pollution Bulletin, 151, 110794. https://doi.org/10.1016/j.marpolbul.2019.110794",https://doi.org/10.1016/j.marpolbul.2019.110794,University of Texas Marine Science Institute,Nurdle Patrol,259486,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:0259486,"Nurdle Patrol, Very Low, 0 pieces/10 mins",2427e2e9-f936-4c55-b17f-ef71b2d64b17,9/17/2021 0:00,-71.3261,41.6248
20051,41.6515,-71.3482,Atlantic Ocean,,,United States,Rhode Island,Long Point Beach,Beach-Nurdle Patrol,,,,Hand picking,,,,1,10,0,,pieces/10 mins,0,Very Low,Tunnell et al. 2020,"Tunnell, Jace W.; Dunning, Kelly H.; Scheef, Lindsay P.; Swanson, Kathleen M. 2020. Measuring plastic pellet (nurdle) abundance on shorelines throughout the Gulf of America (formerly Gulf of Mexico) using citizen scientists: Establishing a platform for policy relevant research. Marine Pollution Bulletin, 151, 110794. https://doi.org/10.1016/j.marpolbul.2019.110794",https://doi.org/10.1016/j.marpolbul.2019.110794,University of Texas Marine Science Institute,Nurdle Patrol,259486,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:0259486,"Nurdle Patrol, Very Low, 0 pieces/10 mins",c3611d52-9c83-47dd-8bd4-fe59a6df8b14,9/30/2021 0:00,-71.3482,41.6515
20113,41.6659,-71.3472,Atlantic Ocean,,,United States,Rhode Island,Long Point Beach,Beach-Nurdle Patrol,,,,Hand picking,,,,1,10,0,,pieces/10 mins,0,Very Low,Tunnell et al. 2020,"Tunnell, Jace W.; Dunning, Kelly H.; Scheef, Lindsay P.; Swanson, Kathleen M. 2020. Measuring plastic pellet (nurdle) abundance on shorelines throughout the Gulf of America (formerly Gulf of Mexico) using citizen scientists: Establishing a platform for policy relevant research. Marine Pollution Bulletin, 151, 110794. https://doi.org/10.1016/j.marpolbul.2019.110794",https://doi.org/10.1016/j.marpolbul.2019.110794,University of Texas Marine Science Institute,Nurdle Patrol,259486,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:0259486,"Nurdle Patrol, Very Low, 0 pieces/10 mins",4a8cfca4-71bc-43a1-9ce8-8082e61bc527,10/20/2021 0:00,-71.3472,41.6659
20114,41.6519,-71.3479,Atlantic Ocean,,,United States,Rhode Island,Long Point Beach,Beach-Nurdle Patrol,,,,Hand picking,,,,1,10,0,,pieces/10 mins,0,Very Low,Tunnell et al. 2020,"Tunnell, Jace W.; Dunning, Kelly H.; Scheef, Lindsay P.; Swanson, Kathleen M. 2020. Measuring plastic pellet (nurdle) abundance on shorelines throughout the Gulf of America (formerly Gulf of Mexico) using citizen scientists: Establishing a platform for policy relevant research. Marine Pollution Bulletin, 151, 110794. https://doi.org/10.1016/j.marpolbul.2019.110794",https://doi.org/10.1016/j.marpolbul.2019.110794,University of Texas Marine Science Institute,Nurdle Patrol,259486,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:0259486,"Nurdle Patrol, Very Low, 0 pieces/10 mins",5d147530-8abf-476b-b768-8730c4682059,10/20/2021 0:00,-71.3479,41.6519
20115,41.6246,-71.3259,Atlantic Ocean,,,United States,Rhode Island,Chase way Beach,Beach-Nurdle Patrol,,,,Hand picking,,,,1,10,0,,pieces/10 mins,0,Very Low,Tunnell et al. 2020,"Tunnell, Jace W.; Dunning, Kelly H.; Scheef, Lindsay P.; Swanson, Kathleen M. 2020. Measuring plastic pellet (nurdle) abundance on shorelines throughout the Gulf of America (formerly Gulf of Mexico) using citizen scientists: Establishing a platform for policy relevant research. Marine Pollution Bulletin, 151, 110794. https://doi.org/10.1016/j.marpolbul.2019.110794",https://doi.org/10.1016/j.marpolbul.2019.110794,University of Texas Marine Science Institute,Nurdle Patrol,259486,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:0259486,"Nurdle Patrol, Very Low, 0 pieces/10 mins",a69eadb3-30a2-4805-8133-50eda7bd63c4,10/20/2021 0:00,-71.3259,41.6246
20116,41.5802,-71.3235,Atlantic Ocean,,,United States,Rhode Island,T Wharf South,Beach-Nurdle Patrol,,,,Hand picking,,,,1,10,0,,pieces/10 mins,0,Very Low,Tunnell et al. 2020,"Tunnell, Jace W.; Dunning, Kelly H.; Scheef, Lindsay P.; Swanson, Kathleen M. 2020. Measuring plastic pellet (nurdle) abundance on shorelines throughout the Gulf of America (formerly Gulf of Mexico) using citizen scientists: Establishing a platform for policy relevant research. Marine Pollution Bulletin, 151, 110794. https://doi.org/10.1016/j.marpolbul.2019.110794",https://doi.org/10.1016/j.marpolbul.2019.110794,University of Texas Marine Science Institute,Nurdle Patrol,259486,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:0259486,"Nurdle Patrol, Very Low, 0 pieces/10 mins",a30fa5e6-003d-4fbd-9c0b-f0edaa6474e2,10/20/2021 0:00,-71.3235,41.5802
20117,41.5809,-71.3225,Atlantic Ocean,,,United States,Rhode Island,T Wharf North,Beach-Nurdle Patrol,,,,Hand picking,,,,1,10,6,,pieces/10 mins,Feb-40,Medium,Tunnell et al. 2020,"Tunnell, Jace W.; Dunning, Kelly H.; Scheef, Lindsay P.; Swanson, Kathleen M. 2020. Measuring plastic pellet (nurdle) abundance on shorelines throughout the Gulf of America (formerly Gulf of Mexico) using citizen scientists: Establishing a platform for policy relevant research. Marine Pollution Bulletin, 151, 110794. https://doi.org/10.1016/j.marpolbul.2019.110794",https://doi.org/10.1016/j.marpolbul.2019.110794,University of Texas Marine Science Institute,Nurdle Patrol,259486,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:0259486,"Nurdle Patrol, Medium, 2-40 pieces/10 mins",f65d885d-a4d8-4008-a287-08b543f44888,10/20/2021 0:00,-71.3225,41.5809
20186,40.2016,-74.0061,Atlantic Ocean,,,United States,New Jersey,"Brinley Ave beach in Bradley Beach, NJ near the jetty.",Beach-Nurdle Patrol,,,,Hand picking,,,,1,10,14,,pieces/10 mins,Feb-40,Medium,Tunnell et al. 2020,"Tunnell, Jace W.; Dunning, Kelly H.; Scheef, Lindsay P.; Swanson, Kathleen M. 2020. Measuring plastic pellet (nurdle) abundance on shorelines throughout the Gulf of America (formerly Gulf of Mexico) using citizen scientists: Establishing a platform for policy relevant research. Marine Pollution Bulletin, 151, 110794. https://doi.org/10.1016/j.marpolbul.2019.110794",https://doi.org/10.1016/j.marpolbul.2019.110794,University of Texas Marine Science Institute,Nurdle Patrol,259486,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:0259486,"Nurdle Patrol, Medium, 2-40 pieces/10 mins",0f400a96-d7b6-4135-ab08-0c4fed0da50d,10/31/2021 0:00,-74.0061,40.2016
20310,41.6248,-71.3259,Atlantic Ocean,,,United States,Rhode Island,Chase way Beach,Beach-Nurdle Patrol,,,,Hand picking,,,,1,10,4,,pieces/10 mins,Feb-40,Medium,Tunnell et al. 2020,"Tunnell, Jace W.; Dunning, Kelly H.; Scheef, Lindsay P.; Swanson, Kathleen M. 2020. Measuring plastic pellet (nurdle) abundance on shorelines throughout the Gulf of America (formerly Gulf of Mexico) using citizen scientists: Establishing a platform for policy relevant research. Marine Pollution Bulletin, 151, 110794. https://doi.org/10.1016/j.marpolbul.2019.110794",https://doi.org/10.1016/j.marpolbul.2019.110794,University of Texas Marine Science Institute,Nurdle Patrol,259486,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:0259486,"Nurdle Patrol, Medium, 2-40 pieces/10 mins",34ec7f43-873a-4ae2-84d5-fd24a357175e,11/15/2021 0:00,-71.3259,41.6248
20311,41.581,-71.3225,Atlantic Ocean,,,United States,Rhode Island,T Wharf North,Beach-Nurdle Patrol,,,,Hand picking,,,,1,10,2,,pieces/10 mins,Feb-40,Medium,Tunnell et al. 2020,"Tunnell, Jace W.; Dunning, Kelly H.; Scheef, Lindsay P.; Swanson, Kathleen M. 2020. Measuring plastic pellet (nurdle) abundance on shorelines throughout the Gulf of America (formerly Gulf of Mexico) using citizen scientists: Establishing a platform for policy relevant research. Marine Pollution Bulletin, 151, 110794. https://doi.org/10.1016/j.marpolbul.2019.110794",https://doi.org/10.1016/j.marpolbul.2019.110794,University of Texas Marine Science Institute,Nurdle Patrol,259486,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:0259486,"Nurdle Patrol, Medium, 2-40 pieces/10 mins",f526b4c4-d315-41da-ac00-6339d595ba88,11/15/2021 0:00,-71.3225,41.581
20312,41.5803,-71.3233,Atlantic Ocean,,,United States,Rhode Island,T Wharf South,Beach-Nurdle Patrol,,,,Hand picking,,,,1,10,0,,pieces/10 mins,0,Very Low,Tunnell et al. 2020,"Tunnell, Jace W.; Dunning, Kelly H.; Scheef, Lindsay P.; Swanson, Kathleen M. 2020. Measuring plastic pellet (nurdle) abundance on shorelines throughout the Gulf of America (formerly Gulf of Mexico) using citizen scientists: Establishing a platform for policy relevant research. Marine Pollution Bulletin, 151, 110794. https://doi.org/10.1016/j.marpolbul.2019.110794",https://doi.org/10.1016/j.marpolbul.2019.110794,University of Texas Marine Science Institute,Nurdle Patrol,259486,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:0259486,"Nurdle Patrol, Very Low, 0 pieces/10 mins",2bb6bd20-d368-4939-a1eb-5fa5660196c0,11/15/2021 0:00,-71.3233,41.5803
20334,41.652,-71.3481,Atlantic Ocean,,,United States,Rhode Island,Long Point Beach,Beach-Nurdle Patrol,,,,Hand picking,,,,6,10,1,,pieces/10 mins,2-Jan,Low,Tunnell et al. 2020,"Tunnell, Jace W.; Dunning, Kelly H.; Scheef, Lindsay P.; Swanson, Kathleen M. 2020. Measuring plastic pellet (nurdle) abundance on shorelines throughout the Gulf of America (formerly Gulf of Mexico) using citizen scientists: Establishing a platform for policy relevant research. Marine Pollution Bulletin, 151, 110794. https://doi.org/10.1016/j.marpolbul.2019.110794",https://doi.org/10.1016/j.marpolbul.2019.110794,University of Texas Marine Science Institute,Nurdle Patrol,259486,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:0259486,"Nurdle Patrol, Low, 1-2 pieces/10 mins",b64c0e0c-43cc-4848-9ec3-7502cbbf5ab7,11/17/2021 0:00,-71.3481,41.652
