Study,NST_Site,General Location,Specific Location,State Name,Region,Specific Region,Coastal Ecological Area,Latitude,Longitude,NST_Sample_ID,Station Letter,Sample Number,Fiscal Year,Condition Code,Condition Code Description,Sex,Gonadal Index,Gonadal Index Description,Length,Wet Weight,Full Displacement Volume,Empty Displacement Volume,Dermo,Dermo Infection Intensity,Dermo Numerical Value,Dermo Description,Gonad Subsample Wet Weight,Ceroid,Cestode Body,Cestode Gill,Cestode Mantle,Ciliate Digestive Tract,Ciliate Gut,Ciliate Large Gill,Ciliate Small Gill,Copepod Body,Copepod Gill,Copepod Gut Digestive Tubule,Nematode,Nematopsis Body,Nematopsis Gill,Nematopsis Mantle,Neoplasm,Pea Crab,Rickettsia Digestive Tubule,Rickettsia Gut,Proctoeces,Bucephalus,Trematode Metacercariae,Trematode Metacercariae Description,Diffuse Necrosis,Focal Necrosis,Diffuse Inflammation,Focal Inflammation,Digestive Tubule Atrophy,Digestive Tubule Atrophy Description,Multinucleated sphere X,Multinucleated sphere X Description,Xenoma,Edema,Hydra Gill,Nemertine Gill,Other trematode sporocyst gill,Other trematode sporocyst gut,Protozoan Digestive Tubule,Protozoan Gut,Tumor,Unidentified Gonoduct Organism,Unidentified Organism,Unusual Digestive Tubule
Mussel Watch,DBAP,Delaware Bay,Arnolds Point Shoal,New Jersey,East Coast,Cape Hatteras to Delaware Bay,Delaware Bay,39.3833,-75.45,MW2008DBAPCV,a,1,2008,3,"Good Minus : Coloration less opaque, often slightly yellow or gray",Indeterminate,1,Oyster - 1 : Sexually undifferentiated,6.9,4.7,340,210,N,Negative,0,No hypnospores present,,79,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,Uninfected,0,0,0,0,4,"Wall extremely thin, nearly all tubules affects",0,"Uninfected, no parasites found in the tissue cross-section",0,,,,,,,,,0,0,0
Mussel Watch,DBAP,Delaware Bay,Arnolds Point Shoal,New Jersey,East Coast,Cape Hatteras to Delaware Bay,Delaware Bay,39.3833,-75.45,MW2008DBAPCV,a,2,2008,4,"Fair Plus : Animal distinctly not filling shell cavity; coloration often mottled, with blood vessels and muscle fibers showing through the more translucent epithelium",Indeterminate,1,Oyster - 1 : Sexually undifferentiated,5.5,3.3,340,210,VL,Very light,0.33,1-10 hypnospores,,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Uninfected,0,0,0,0,4,"Wall extremely thin, nearly all tubules affects",0,"Uninfected, no parasites found in the tissue cross-section",0,,,,,,,,,0,0,0
Mussel Watch,DBAP,Delaware Bay,Arnolds Point Shoal,New Jersey,East Coast,Cape Hatteras to Delaware Bay,Delaware Bay,39.3833,-75.45,MW2008DBAPCV,a,3,2008,2,Good : Not quite as firm or large as above; usually ready to spawn,Indeterminate,1,Oyster - 1 : Sexually undifferentiated,5,3.6,340,210,L,Light,1,75-125 hypnospores,,111,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,Uninfected,0,0,0,0,4,"Wall extremely thin, nearly all tubules affects",0,"Uninfected, no parasites found in the tissue cross-section",0,,,,,,,,,0,0,0
Mussel Watch,DBAP,Delaware Bay,Arnolds Point Shoal,New Jersey,East Coast,Cape Hatteras to Delaware Bay,Delaware Bay,39.3833,-75.45,MW2008DBAPCV,a,4,2008,3,"Good Minus : Coloration less opaque, often slightly yellow or gray",Indeterminate,1,Oyster - 1 : Sexually undifferentiated,5.6,3.8,340,210,MH,Moderately Heavy,4,75% of tissue is hypnospores,,134,0,0,0,0,5,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,Uninfected,0,0,0,0,4,"Wall extremely thin, nearly all tubules affects",0,"Uninfected, no parasites found in the tissue cross-section",0,,,,,,,,,0,0,0
Mussel Watch,DBAP,Delaware Bay,Arnolds Point Shoal,New Jersey,East Coast,Cape Hatteras to Delaware Bay,Delaware Bay,39.3833,-75.45,MW2008DBAPCV,a,5,2008,3,"Good Minus : Coloration less opaque, often slightly yellow or gray",Indeterminate,1,Oyster - 1 : Sexually undifferentiated,5.7,3.3,340,210,N,Negative,0,No hypnospores present,,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Uninfected,0,0,0,0,3,"Wall thickness less than one-half of normal, most tubules walls significantly atrophied, some walls extremely thin",0,"Uninfected, no parasites found in the tissue cross-section",0,,,,,,,,,0,0,0
Mussel Watch,PSCH,Pamlico Sound,Cape Hatteras,North Carolina,East Coast,Florida Keys to Cape Hatteras,Outer Banks,35.2028,-75.7162,MW2008PSCHCV,a,1,2008,4,"Fair Plus : Animal distinctly not filling shell cavity; coloration often mottled, with blood vessels and muscle fibers showing through the more translucent epithelium",Indeterminate,1,Oyster - 1 : Sexually undifferentiated,5.1,2,270,180,L-,Light,0.67,11-74 hypnospores,,135,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,Uninfected,0,0,0,0,4,"Wall extremely thin, nearly all tubules affects",0,"Uninfected, no parasites found in the tissue cross-section",0,,,,,,,,,0,0,0
Mussel Watch,PSCH,Pamlico Sound,Cape Hatteras,North Carolina,East Coast,Florida Keys to Cape Hatteras,Outer Banks,35.2028,-75.7162,MW2008PSCHCV,a,2,2008,3,"Good Minus : Coloration less opaque, often slightly yellow or gray",Indeterminate,1,Oyster - 1 : Sexually undifferentiated,6.3,2.2,270,180,L+,Light,1.33,>125 hypnospores but much less than 25% of tissue is hypnospores,,37,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,Uninfected,0,0,0,0,1,"Average wall thickness less than normal but greater then one-half normal thickness, most tubules showing some atrophy, some tubules still normal",0,"Uninfected, no parasites found in the tissue cross-section",0,,,,,,,,,0,0,0
Mussel Watch,PSCH,Pamlico Sound,Cape Hatteras,North Carolina,East Coast,Florida Keys to Cape Hatteras,Outer Banks,35.2028,-75.7162,MW2008PSCHCV,a,3,2008,3,"Good Minus : Coloration less opaque, often slightly yellow or gray",Female,2,Oyster - 2 : Early development,4.8,1.6,270,180,N,Negative,0,No hypnospores present,,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Uninfected,0,0,0,0,0,"Normal wall thickness in most tubules, lumen nearly occluded, few tubules even slightly atrophied",0,"Uninfected, no parasites found in the tissue cross-section",0,,,,,,,,,0,0,0
Mussel Watch,PSCH,Pamlico Sound,Cape Hatteras,North Carolina,East Coast,Florida Keys to Cape Hatteras,Outer Banks,35.2028,-75.7162,MW2008PSCHCV,a,4,2008,3,"Good Minus : Coloration less opaque, often slightly yellow or gray",Female,2,Oyster - 2 : Early development,6.8,3.9,270,180,L-,Light,0.67,11-74 hypnospores,,59,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Uninfected,0,0,0,0,2,Wall thickness averaging about one-half as thick as normal,0,"Uninfected, no parasites found in the tissue cross-section",0,,,,,,,,,0,0,0
Mussel Watch,PSCH,Pamlico Sound,Cape Hatteras,North Carolina,East Coast,Florida Keys to Cape Hatteras,Outer Banks,35.2028,-75.7162,MW2008PSCHCV,a,5,2008,4,"Fair Plus : Animal distinctly not filling shell cavity; coloration often mottled, with blood vessels and muscle fibers showing through the more translucent epithelium",Indeterminate,1,Oyster - 1 : Sexually undifferentiated,4.8,2.6,270,180,L-,Light,0.67,11-74 hypnospores,,41,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Uninfected,0,0,0,0,3,"Wall thickness less than one-half of normal, most tubules walls significantly atrophied, some walls extremely thin",0,"Uninfected, no parasites found in the tissue cross-section",0,,,,,,,,,0,0,0
Mussel Watch,QIUB,Quinby Inlet,Upshur Bay,Virginia,East Coast,Cape Hatteras to Delaware Bay,Lower Chesapeake Bay and Watershed,37.525,-75.7138,MW2008QIUBCV,a,1,2008,4,"Fair Plus : Animal distinctly not filling shell cavity; coloration often mottled, with blood vessels and muscle fibers showing through the more translucent epithelium",Female,2,Oyster - 2 : Early development,7.4,4.3,480,330,VL,Very light,0.33,1-10 hypnospores,,27,0,0,0,0,0,0,0,0,0,0,0,11,2,6,0,0,0,0,0,0,0,Uninfected,0,0,1,1,3,"Wall thickness less than one-half of normal, most tubules walls significantly atrophied, some walls extremely thin",0,"Uninfected, no parasites found in the tissue cross-section",0,,,,,,,,,0,0,0
Mussel Watch,QIUB,Quinby Inlet,Upshur Bay,Virginia,East Coast,Cape Hatteras to Delaware Bay,Lower Chesapeake Bay and Watershed,37.525,-75.7138,MW2008QIUBCV,a,2,2008,3,"Good Minus : Coloration less opaque, often slightly yellow or gray",Indeterminate,1,Oyster - 1 : Sexually undifferentiated,7.2,5.4,480,330,M,Moderate,3,50% of tissue is hypnospores,,26,0,0,0,0,2,0,0,0,0,0,0,25,18,0,0,0,0,0,0,0,0,Uninfected,0,0,0,0,1,"Average wall thickness less than normal but greater then one-half normal thickness, most tubules showing some atrophy, some tubules still normal",0,"Uninfected, no parasites found in the tissue cross-section",0,,,,,,,,,0,0,0
Mussel Watch,QIUB,Quinby Inlet,Upshur Bay,Virginia,East Coast,Cape Hatteras to Delaware Bay,Lower Chesapeake Bay and Watershed,37.525,-75.7138,MW2008QIUBCV,a,3,2008,4,"Fair Plus : Animal distinctly not filling shell cavity; coloration often mottled, with blood vessels and muscle fibers showing through the more translucent epithelium",Indeterminate,1,Oyster - 1 : Sexually undifferentiated,6.7,3.7,480,330,VL,Very light,0.33,1-10 hypnospores,,7,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,Uninfected,0,0,0,0,2,Wall thickness averaging about one-half as thick as normal,0,"Uninfected, no parasites found in the tissue cross-section",0,,,,,,,,,0,1,0
Mussel Watch,QIUB,Quinby Inlet,Upshur Bay,Virginia,East Coast,Cape Hatteras to Delaware Bay,Lower Chesapeake Bay and Watershed,37.525,-75.7138,MW2008QIUBCV,a,4,2008,3,"Good Minus : Coloration less opaque, often slightly yellow or gray",Male,8,Oyster - 8 : Spawned: Few Gametes visible,6.3,3.6,480,330,N,Negative,0,No hypnospores present,,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,Uninfected,0,0,0,0,3,"Wall thickness less than one-half of normal, most tubules walls significantly atrophied, some walls extremely thin",1,"Parasites confined to gill or digestive tract epithelial tissue, <= 10 plasmodia per 100X field of either gill or body tissue",0,,,,,,,,,0,0,0
Mussel Watch,QIUB,Quinby Inlet,Upshur Bay,Virginia,East Coast,Cape Hatteras to Delaware Bay,Lower Chesapeake Bay and Watershed,37.525,-75.7138,MW2008QIUBCV,a,5,2008,3,"Good Minus : Coloration less opaque, often slightly yellow or gray",Indeterminate,1,Oyster - 1 : Sexually undifferentiated,6.4,4.8,480,330,VL,Very light,0.33,1-10 hypnospores,,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,Uninfected,0,0,0,2,1,"Average wall thickness less than normal but greater then one-half normal thickness, most tubules showing some atrophy, some tubules still normal",0,"Uninfected, no parasites found in the tissue cross-section",0,,,,,,,,,0,0,0
Mussel Watch,CBBO,Chesapeake Bay,Bodkin Point,Maryland,East Coast,Cape Hatteras to Delaware Bay,Upper Chesapeake Bay,39.1573,-76.4048,MW2009CBBOCV,a,1,2009,2,Good : Not quite as firm or large as above; usually ready to spawn,Indeterminate,2,Oyster - 2 : Early development,6.3,6.9,560,390,N,Negative,0,No hypnospores present,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Uninfected,0,0,0,0,2,Wall thickness averaging about one-half as thick as normal,0,"Uninfected, no parasites found in the tissue cross-section",0,,,,,,,,,0,0,0
Mussel Watch,CBBO,Chesapeake Bay,Bodkin Point,Maryland,East Coast,Cape Hatteras to Delaware Bay,Upper Chesapeake Bay,39.1573,-76.4048,MW2009CBBOCV,a,2,2009,3,"Good Minus : Coloration less opaque, often slightly yellow or gray",Male,3,Oyster - 3 : Mid development,6.1,6.3,560,390,N,Negative,0,No hypnospores present,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Uninfected,0,0,0,0,1,"Average wall thickness less than normal but greater then one-half normal thickness, most tubules showing some atrophy, some tubules still normal",0,"Uninfected, no parasites found in the tissue cross-section",0,,,,,,,,,0,0,0
Mussel Watch,CBBO,Chesapeake Bay,Bodkin Point,Maryland,East Coast,Cape Hatteras to Delaware Bay,Upper Chesapeake Bay,39.1573,-76.4048,MW2009CBBOCV,a,3,2009,3,"Good Minus : Coloration less opaque, often slightly yellow or gray",Female,3,Oyster - 3 : Mid development,6.2,5.7,560,390,N,Negative,0,No hypnospores present,,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Uninfected,0,0,0,0,4,"Wall extremely thin, nearly all tubules affects",0,"Uninfected, no parasites found in the tissue cross-section",0,,,,,,,,,0,0,0
Mussel Watch,CBBO,Chesapeake Bay,Bodkin Point,Maryland,East Coast,Cape Hatteras to Delaware Bay,Upper Chesapeake Bay,39.1573,-76.4048,MW2009CBBOCV,a,4,2009,2,Good : Not quite as firm or large as above; usually ready to spawn,Female,3,Oyster - 3 : Mid development,6.3,7.7,560,390,N,Negative,0,No hypnospores present,,6,0,0,2,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Uninfected,0,0,0,0,1,"Average wall thickness less than normal but greater then one-half normal thickness, most tubules showing some atrophy, some tubules still normal",0,"Uninfected, no parasites found in the tissue cross-section",0,,,,,,,,,0,0,0
Mussel Watch,CBBO,Chesapeake Bay,Bodkin Point,Maryland,East Coast,Cape Hatteras to Delaware Bay,Upper Chesapeake Bay,39.1573,-76.4048,MW2009CBBOCV,a,5,2009,3,"Good Minus : Coloration less opaque, often slightly yellow or gray",Indeterminate,1,Oyster - 1 : Sexually undifferentiated,7,6.9,560,390,N,Negative,0,No hypnospores present,,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Uninfected,0,0,0,0,2,Wall thickness averaging about one-half as thick as normal,0,"Uninfected, no parasites found in the tissue cross-section",0,,,,,,,,,0,0,0
Mussel Watch,CBCC,Chesapeake Bay,Cape Charles,Virginia,East Coast,Cape Hatteras to Delaware Bay,Lower Chesapeake Bay and Watershed,37.2845,-76.0153,MW2009CBCCCV,a,1,2009,3,"Good Minus : Coloration less opaque, often slightly yellow or gray",Indeterminate,1,Oyster - 1 : Sexually undifferentiated,8.3,7.2,620,440,N,Negative,0,No hypnospores present,,60,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,Uninfected,0,0,0,0,3,"Wall thickness less than one-half of normal, most tubules walls significantly atrophied, some walls extremely thin",0,"Uninfected, no parasites found in the tissue cross-section",0,,,,,,,,,0,0,0
Mussel Watch,CBCC,Chesapeake Bay,Cape Charles,Virginia,East Coast,Cape Hatteras to Delaware Bay,Lower Chesapeake Bay and Watershed,37.2845,-76.0153,MW2009CBCCCV,a,2,2009,3,"Good Minus : Coloration less opaque, often slightly yellow or gray",Indeterminate,1,Oyster - 1 : Sexually undifferentiated,6.7,3.8,620,440,N,Negative,0,No hypnospores present,,13,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,Uninfected,0,0,0,0,2,Wall thickness averaging about one-half as thick as normal,0,"Uninfected, no parasites found in the tissue cross-section",0,,,,,,,,,0,0,0
Mussel Watch,CBCC,Chesapeake Bay,Cape Charles,Virginia,East Coast,Cape Hatteras to Delaware Bay,Lower Chesapeake Bay and Watershed,37.2845,-76.0153,MW2009CBCCCV,a,3,2009,3,"Good Minus : Coloration less opaque, often slightly yellow or gray",Indeterminate,1,Oyster - 1 : Sexually undifferentiated,5.9,5.6,620,440,N,Negative,0,No hypnospores present,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Uninfected,0,0,0,0,1,"Average wall thickness less than normal but greater then one-half normal thickness, most tubules showing some atrophy, some tubules still normal",0,"Uninfected, no parasites found in the tissue cross-section",0,,,,,,,,,0,0,0
Mussel Watch,CBCC,Chesapeake Bay,Cape Charles,Virginia,East Coast,Cape Hatteras to Delaware Bay,Lower Chesapeake Bay and Watershed,37.2845,-76.0153,MW2009CBCCCV,a,4,2009,3,"Good Minus : Coloration less opaque, often slightly yellow or gray",Female,2,Oyster - 2 : Early development,7.2,6.2,620,440,N,Negative,0,No hypnospores present,,6,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,Uninfected,0,0,0,0,2,Wall thickness averaging about one-half as thick as normal,0,"Uninfected, no parasites found in the tissue cross-section",0,,,,,,,,,0,0,0
Mussel Watch,CBCC,Chesapeake Bay,Cape Charles,Virginia,East Coast,Cape Hatteras to Delaware Bay,Lower Chesapeake Bay and Watershed,37.2845,-76.0153,MW2009CBCCCV,a,5,2009,3,"Good Minus : Coloration less opaque, often slightly yellow or gray",Female,2,Oyster - 2 : Early development,7.5,6.6,620,440,N,Negative,0,No hypnospores present,,29,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,0,0,0,0,0,0,Uninfected,0,0,0,0,1,"Average wall thickness less than normal but greater then one-half normal thickness, most tubules showing some atrophy, some tubules still normal",0,"Uninfected, no parasites found in the tissue cross-section",0,,,,,,,,,0,0,0
Mussel Watch,CBCP,Chesapeake Bay,Choptank River,Maryland,East Coast,Cape Hatteras to Delaware Bay,Upper Chesapeake Bay,38.6073,-76.12,MW2009CBCPCV,a,1,2009,3,"Good Minus : Coloration less opaque, often slightly yellow or gray",Indeterminate,1,Oyster - 1 : Sexually undifferentiated,7.7,8.2,740,560,N,Negative,0,No hypnospores present,,0,0,0,0,2,0,0,1,0,0,0,0,3,4,0,0,0,0,0,0,0,0,Uninfected,0,0,0,0,3,"Wall thickness less than one-half of normal, most tubules walls significantly atrophied, some walls extremely thin",1,"Parasites confined to gill or digestive tract epithelial tissue, <= 10 plasmodia per 100X field of either gill or body tissue",0,,,,,,,,,0,0,0
Mussel Watch,CBCP,Chesapeake Bay,Choptank River,Maryland,East Coast,Cape Hatteras to Delaware Bay,Upper Chesapeake Bay,38.6073,-76.12,MW2009CBCPCV,a,2,2009,3,"Good Minus : Coloration less opaque, often slightly yellow or gray",Male,2,Oyster - 2 : Early development,5.9,3.6,740,560,N,Negative,0,No hypnospores present,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Uninfected,0,0,0,0,3,"Wall thickness less than one-half of normal, most tubules walls significantly atrophied, some walls extremely thin",0,"Uninfected, no parasites found in the tissue cross-section",0,,,,,,,,,0,0,0
Mussel Watch,CBCP,Chesapeake Bay,Choptank River,Maryland,East Coast,Cape Hatteras to Delaware Bay,Upper Chesapeake Bay,38.6073,-76.12,MW2009CBCPCV,a,3,2009,3,"Good Minus : Coloration less opaque, often slightly yellow or gray",Indeterminate,1,Oyster - 1 : Sexually undifferentiated,7.4,6.3,740,560,N,Negative,0,No hypnospores present,,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Uninfected,0,0,0,0,2,Wall thickness averaging about one-half as thick as normal,0,"Uninfected, no parasites found in the tissue cross-section",0,,,,,,,,,0,0,0
Mussel Watch,CBCP,Chesapeake Bay,Choptank River,Maryland,East Coast,Cape Hatteras to Delaware Bay,Upper Chesapeake Bay,38.6073,-76.12,MW2009CBCPCV,a,4,2009,3,"Good Minus : Coloration less opaque, often slightly yellow or gray",Male,2,Oyster - 2 : Early development,7,7.9,740,560,N,Negative,0,No hypnospores present,,1,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Uninfected,0,0,0,0,2,Wall thickness averaging about one-half as thick as normal,0,"Uninfected, no parasites found in the tissue cross-section",0,,,,,,,,,0,0,0
Mussel Watch,CBCP,Chesapeake Bay,Choptank River,Maryland,East Coast,Cape Hatteras to Delaware Bay,Upper Chesapeake Bay,38.6073,-76.12,MW2009CBCPCV,a,5,2009,3,"Good Minus : Coloration less opaque, often slightly yellow or gray",Indeterminate,1,Oyster - 1 : Sexually undifferentiated,6.7,5.9,740,560,N,Negative,0,No hypnospores present,,26,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,Uninfected,0,0,0,0,2,Wall thickness averaging about one-half as thick as normal,0,"Uninfected, no parasites found in the tissue cross-section",0,,,,,,,,,0,0,0
Mussel Watch,CBDP,Chesapeake Bay,Dandy Point,Virginia,East Coast,Cape Hatteras to Delaware Bay,Lower Chesapeake Bay and Watershed,37.0983,-76.2948,MW2009CBDPCV,a,1,2009,3,"Good Minus : Coloration less opaque, often slightly yellow or gray",Female,2,Oyster - 2 : Early development,5.3,3.2,330,230,N,Negative,0,No hypnospores present,,0,0,0,0,0,0,0,0,0,0,0,0,15,0,2,0,0,0,0,0,0,0,Uninfected,0,0,0,0,2,Wall thickness averaging about one-half as thick as normal,1,"Parasites confined to gill or digestive tract epithelial tissue, <= 10 plasmodia per 100X field of either gill or body tissue",0,,,,,,,,,0,0,0
Mussel Watch,CBDP,Chesapeake Bay,Dandy Point,Virginia,East Coast,Cape Hatteras to Delaware Bay,Lower Chesapeake Bay and Watershed,37.0983,-76.2948,MW2009CBDPCV,a,2,2009,3,"Good Minus : Coloration less opaque, often slightly yellow or gray",Indeterminate,1,Oyster - 1 : Sexually undifferentiated,5.9,3,330,230,N,Negative,0,No hypnospores present,,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,Uninfected,0,0,0,2,2,Wall thickness averaging about one-half as thick as normal,0,"Uninfected, no parasites found in the tissue cross-section",0,,,,,,,,,0,0,0
Mussel Watch,CBDP,Chesapeake Bay,Dandy Point,Virginia,East Coast,Cape Hatteras to Delaware Bay,Lower Chesapeake Bay and Watershed,37.0983,-76.2948,MW2009CBDPCV,a,3,2009,3,"Good Minus : Coloration less opaque, often slightly yellow or gray",Indeterminate,1,Oyster - 1 : Sexually undifferentiated,5.5,3.7,330,230,N,Negative,0,No hypnospores present,,69,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,1,0,0,0,0,0,Uninfected,0,0,0,0,3,"Wall thickness less than one-half of normal, most tubules walls significantly atrophied, some walls extremely thin",0,"Uninfected, no parasites found in the tissue cross-section",0,,,,,,,,,0,0,0
Mussel Watch,CBDP,Chesapeake Bay,Dandy Point,Virginia,East Coast,Cape Hatteras to Delaware Bay,Lower Chesapeake Bay and Watershed,37.0983,-76.2948,MW2009CBDPCV,a,4,2009,3,"Good Minus : Coloration less opaque, often slightly yellow or gray",Female,2,Oyster - 2 : Early development,5.4,3.5,330,230,N,Negative,0,No hypnospores present,,8,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,Uninfected,0,0,0,0,2,Wall thickness averaging about one-half as thick as normal,0,"Uninfected, no parasites found in the tissue cross-section",0,,,,,,,,,0,0,0
Mussel Watch,CBDP,Chesapeake Bay,Dandy Point,Virginia,East Coast,Cape Hatteras to Delaware Bay,Lower Chesapeake Bay and Watershed,37.0983,-76.2948,MW2009CBDPCV,a,5,2009,2,Good : Not quite as firm or large as above; usually ready to spawn,Indeterminate,1,Oyster - 1 : Sexually undifferentiated,6.2,5.9,330,230,N,Negative,0,No hypnospores present,,15,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,Uninfected,0,0,0,0,2,Wall thickness averaging about one-half as thick as normal,0,"Uninfected, no parasites found in the tissue cross-section",0,,,,,,,,,0,0,0
Mussel Watch,CBJR,Chesapeake Bay,James River,Virginia,East Coast,Cape Hatteras to Delaware Bay,Lower Chesapeake Bay and Watershed,37.0653,-76.6322,MW2009CBJRCV,a,1,2009,4,"Fair Plus : Animal distinctly not filling shell cavity; coloration often mottled, with blood vessels and muscle fibers showing through the more translucent epithelium",Female,2,Oyster - 2 : Early development,6.2,2.4,330,230,N,Negative,0,No hypnospores present,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Uninfected,0,0,0,0,1,"Average wall thickness less than normal but greater then one-half normal thickness, most tubules showing some atrophy, some tubules still normal",0,"Uninfected, no parasites found in the tissue cross-section",0,,,,,,,,,0,0,0
Mussel Watch,CBJR,Chesapeake Bay,James River,Virginia,East Coast,Cape Hatteras to Delaware Bay,Lower Chesapeake Bay and Watershed,37.0653,-76.6322,MW2009CBJRCV,a,2,2009,3,"Good Minus : Coloration less opaque, often slightly yellow or gray",Female,2,Oyster - 2 : Early development,5.3,2.7,330,230,N,Negative,0,No hypnospores present,,13,0,0,0,0,196,0,1,0,0,0,0,2,0,3,0,0,0,0,0,0,0,Uninfected,0,0,0,0,1,"Average wall thickness less than normal but greater then one-half normal thickness, most tubules showing some atrophy, some tubules still normal",0,"Uninfected, no parasites found in the tissue cross-section",0,,,,,,,,,0,0,0
Mussel Watch,CBJR,Chesapeake Bay,James River,Virginia,East Coast,Cape Hatteras to Delaware Bay,Lower Chesapeake Bay and Watershed,37.0653,-76.6322,MW2009CBJRCV,a,3,2009,3,"Good Minus : Coloration less opaque, often slightly yellow or gray",Female,2,Oyster - 2 : Early development,6.4,3.1,330,230,N,Negative,0,No hypnospores present,,21,0,0,0,2,10,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,Uninfected,0,0,0,0,2,Wall thickness averaging about one-half as thick as normal,0,"Uninfected, no parasites found in the tissue cross-section",0,,,,,,,,,0,0,0
Mussel Watch,CBJR,Chesapeake Bay,James River,Virginia,East Coast,Cape Hatteras to Delaware Bay,Lower Chesapeake Bay and Watershed,37.0653,-76.6322,MW2009CBJRCV,a,4,2009,3,"Good Minus : Coloration less opaque, often slightly yellow or gray",Indeterminate,1,Oyster - 1 : Sexually undifferentiated,5.8,3.3,330,230,N,Negative,0,No hypnospores present,,22,0,0,0,0,168,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,Uninfected,0,0,0,0,4,"Wall extremely thin, nearly all tubules affects",0,"Uninfected, no parasites found in the tissue cross-section",0,,,,,,,,,0,0,0
Mussel Watch,CBJR,Chesapeake Bay,James River,Virginia,East Coast,Cape Hatteras to Delaware Bay,Lower Chesapeake Bay and Watershed,37.0653,-76.6322,MW2009CBJRCV,a,5,2009,4,"Fair Plus : Animal distinctly not filling shell cavity; coloration often mottled, with blood vessels and muscle fibers showing through the more translucent epithelium",Indeterminate,1,Oyster - 1 : Sexually undifferentiated,6.9,4.2,330,230,N,Negative,0,No hypnospores present,,94,0,0,0,0,19,0,0,0,0,0,0,10,0,3,0,0,0,0,0,0,0,Uninfected,0,0,0,0,2,Wall thickness averaging about one-half as thick as normal,0,"Uninfected, no parasites found in the tissue cross-section",0,,,,,,,,,0,0,0
Mussel Watch,IRSR,Indian River,Sebastian River,Florida,East Coast,Florida Keys to Cape Hatteras,Georgia-Florida Border to Biscayne Bay,27.8295,-80.4743,MW2009IRSRCV,a,1,2009,3,"Good Minus : Coloration less opaque, often slightly yellow or gray",Indeterminate,1,Oyster - 1 : Sexually undifferentiated,6,5.5,350,230,L-,Light,0.67,11-74 hypnospores,,66,8,3,0,0,0,0,0,0,0,0,0,20,1,17,0,0,0,0,0,0,0,Uninfected,0,0,0,0,1,"Average wall thickness less than normal but greater then one-half normal thickness, most tubules showing some atrophy, some tubules still normal",0,"Uninfected, no parasites found in the tissue cross-section",0,,,,,,,,,0,0,0
